trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
301,False,"{'a': 0.9, 'e': 0.0002856909288054656}",25,3,38.00578979619785,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.9, 'e': 0.0002780804771543291}",25,13,19.531802332575648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.9, 'e': 0.000270672758486618}",20,8,24.896985755639328,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.9, 'e': 0.00026346237224735166}",20,9,17.78405201167799,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.0002564440617456294}",30,20,20.695372385038997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.9, 'e': 0.00024961271032226967}",20,16,6.837260267621412,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.9, 'e': 0.00024296333761953922}",25,7,31.653636061805965,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.9, 'e': 0.00023649109595025148}",20,13,11.228545781187401,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.9, 'e': 0.000230191266763588}",20,0,24.78016960116072,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.9, 'e': 0.00022405925720506598}",30,15,30.98002387902943,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.9, 'e': 0.0002180905967681439}",25,12,24.42096781715844,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.00021228093403502423}",20,8,20.100843037435503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.00020662603350427716}",20,6,24.141020428278978,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.9, 'e': 0.00020112177250297257}",20,7,20.631459803377492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.9, 'e': 0.00019576413818106876}",20,15,10.34542430044798,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.00019054922458586706}",20,15,7.71891494696396,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.00018547322981439938}",20,12,15.667006874054085,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.9, 'e': 0.00018053245324167256}",20,10,6.431968927447877,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.9, 'e': 0.00017572329282274882}",25,13,21.829025689410983,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.9, 'e': 0.0001710422424666955}",25,8,6.208088408130866,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.0001664858894804895}",25,14,18.115682980270734,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.9, 'e': 0.0001620509120810126}",25,11,23.442960186624724,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.9, 'e': 0.0001577340769733257}",25,17,16.80998475461493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.00015353223699345173}",20,10,21.02199992428404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.9, 'e': 0.000149442328813955}",30,18,22.076365759298735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.9, 'e': 0.0001454613707106395}",20,14,12.650919585544997,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.9, 'e': 0.00014158646038873999}",20,6,-20.669455461338018,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.9, 'e': 0.00013781477286702037}",30,19,22.398859780826765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.00013414355841823755}",25,8,30.0159254910619,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.0001305701405644682}",20,10,14.38145280953094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.00012709191412583803}",25,10,24.900976745132983,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.00012370634332123018}",35,20,27.64914004380503,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.00012041095991958855}",20,12,16.433458433586193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.9, 'e': 0.00011720336144046796}",25,17,5.011747484471796,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
335,False,"{'a': 0.9, 'e': 0.00011408120940251957}",20,14,8.080245547981484,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.9, 'e': 0.00011104222761863437}",20,10,10.967173442488459,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.9, 'e': 0.00010808420053650203}",20,13,13.179563963971194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.9, 'e': 0.00010520497162337509}",25,14,22.330672068796932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.9, 'e': 0.00010240244179386107}",20,12,15.367237311047935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.9, 'e': 9.967456787959633e-05}",20,16,7.308334178790407,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.9, 'e': 9.701936113968573e-05}",30,17,25.207608651169675,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.9, 'e': 9.443488581082257e-05}",25,18,12.865748725077552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 9.19192576960313e-05}",30,21,14.20683305077198,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.9, 'e': 8.947064279100454e-05}",20,10,18.520552351732924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.9, 'e': 8.708725594703271e-05}",25,20,11.609311072479723,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.9, 'e': 8.47673595695515e-05}",20,0,25.957836266647927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.9, 'e': 8.250926235135843e-05}",25,9,26.336255024403115,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.9, 'e': 8.031131803957552e-05}",20,0,23.77345772328215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
349,False,"{'a': 0.9, 'e': 7.817192423545715e-05}",30,16,24.527213971676403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.9, 'e': 7.608952122617103e-05}",20,2,28.007433950678273,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.9, 'e': 7.406259084769827e-05}",25,12,-21.026617375387108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
352,False,"{'a': 0.9, 'e': 7.208965537802462e-05}",25,20,10.370065225704339,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.9, 'e': 7.016927645981568e-05}",25,19,11.13733472011236,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9, 'e': 6.830005405179067e-05}",20,8,23.083103566862025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.9, 'e': 6.648062540803032e-05}",20,1,24.743783824285863,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.9, 'e': 6.470966408447481e-05}",25,17,14.969105149123301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.9, 'e': 6.298587897188723e-05}",30,16,7.398344783617552,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 6.130801335457782e-05}",20,13,15.040769089292718,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 5.9674843994202534e-05}",20,8,24.667467850342085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 5.8085180237968136e-05}",30,16,26.089097370316658,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.9, 'e': 5.653786315059358e-05}",25,13,25.89198237096657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 5.5031764669394856e-05}",25,3,-7.730748191173723,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.9, 'e': 5.356578678187735e-05}",20,13,12.266392707517857,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.9, 'e': 5.213886072523609e-05}",30,8,37.47680311388322,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.9, 'e': 5.074994620718032e-05}",25,11,22.601645370024634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.9, 'e': 4.939803064751438e-05}",25,6,26.873383183534056,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.9, 'e': 4.808212843992187e-05}",25,20,11.62784051673944,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.9, 'e': 4.680128023341501e-05}",20,0,31.820447664288384,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.9, 'e': 4.555455223292527e-05}",25,15,15.379870554667072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.9, 'e': 4.4341035518525425e-05}",20,15,11.333154229738962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.9, 'e': 4.315984538278665e-05}",20,14,11.547816628179662,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.9, 'e': 4.201012068578759e-05}",20,16,8.377506115612654,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
